ORIGIN,DEST,PASSENGERS
MHT,MYR,611.0
MHT,OAJ,39.0
MHT,OAK,119.0
MHT,OKC,281.0
MHT,OMA,296.0
MHT,ONT,82.0
MHT,ORD,736.0
MHT,ORF,713.0
MHT,PAH,2.0
MHT,PBI,596.0
MHT,PDX,177.0
MHT,PGV,20.0
MHT,PHF,18.0
MHT,PHL,1370.0
MHT,PHX,932.0
MHT,PIA,27.0
MHT,PIT,377.0
MHT,PNS,219.0
MHT,PSC,2.0
MHT,PSP,17.0
MHT,PUW,1.0
MHT,RAP,37.0
MHT,RDD,3.0
MHT,RDM,5.0
MHT,RDU,2683.0
MHT,RIC,226.0
MHT,RNO,93.0
MHT,ROA,94.0
MHT,ROC,57.0
MHT,ROW,1.0
MHT,RST,9.0
MHT,RSW,1026.0
MHT,SAF,4.0
MHT,SAN,449.0
MHT,SAT,433.0
MHT,SAV,467.0
MHT,SBA,10.0
MHT,SBN,43.0
MHT,SBP,14.0
MHT,SBY,28.0
MHT,SCE,34.0
MHT,SDF,435.0
MHT,SEA,192.0
MHT,SFO,149.0
MHT,SGF,61.0
MHT,SGU,2.0
MHT,SHD,1.0
MHT,SHR,1.0
MHT,SHV,22.0
MHT,SJC,82.0
MHT,SJT,1.0
MHT,SJU,120.0
MHT,SLC,401.0
MHT,SMF,251.0
MHT,SNA,64.0
MHT,SPI,7.0
MHT,SPS,4.0
MHT,SRQ,942.0
MHT,STL,643.0
MHT,STT,30.0
MHT,STX,16.0
MHT,SWO,2.0
MHT,SYR,6.0
MHT,TBN,1.0
MHT,TLH,73.0
MHT,TPA,2660.0
MHT,TRI,36.0
MHT,TUL,126.0
MHT,TUP,1.0
MHT,TUS,171.0
MHT,TVC,22.0
MHT,TXK,4.0
MHT,TYR,4.0
MHT,TYS,160.0
MHT,USA,135.0
MHT,VCT,1.0
MHT,VPS,181.0
MHT,XNA,117.0
MHT,YUM,7.0
MIA,ABE,90.0
MIA,ABI,95.0
MIA,ABQ,1708.0
MIA,ABR,19.0
MIA,ABY,38.0
MIA,ACK,62.0
MIA,ACT,48.0
MIA,ACV,26.0
MIA,ACY,10.0
MIA,ADQ,10.0
MIA,AEX,98.0
MIA,AGS,426.0
MIA,AKN,2.0
MIA,ALB,1390.0
MIA,ALO,17.0
MIA,ALS,1.0
MIA,ALW,15.0
MIA,AMA,331.0
MIA,ANC,761.0
MIA,AOO,5.0
MIA,APN,9.0
MIA,ART,46.0
MIA,ASE,930.0
MIA,ATL,52341.0
MIA,ATW,385.0
MIA,ATY,5.0
MIA,AUG,2.0
MIA,AUS,13468.0
MIA,AVL,1013.0
MIA,AVP,173.0
MIA,AZA,2.0
MIA,AZO,93.0
MIA,BDL,5765.0
MIA,BET,1.0
MIA,BFD,1.0
MIA,BFF,4.0
MIA,BFL,210.0
MIA,BGM,20.0
MIA,BGR,353.0
MIA,BHB,3.0
MIA,BHM,2501.0
MIA,BIL,222.0
MIA,BIS,184.0
MIA,BJI,30.0
MIA,BKW,10.0
MIA,BLI,31.0
MIA,BMI,127.0
MIA,BNA,18602.0
MIA,BOI,1171.0
MIA,BOS,39014.0
MIA,BPT,29.0
MIA,BQK,11.0
MIA,BQN,1.0
MIA,BRD,7.0
MIA,BRL,2.0
MIA,BRO,145.0
MIA,BRW,2.0
MIA,BTM,6.0
MIA,BTR,237.0
MIA,BTV,678.0
MIA,BUF,2721.0
MIA,BUR,422.0
MIA,BWI,20065.0
MIA,BZN,855.0
MIA,CAE,590.0
MIA,CAK,211.0
MIA,CDC,5.0
MIA,CDV,2.0
MIA,CGI,11.0
MIA,CHA,454.0
MIA,CHO,457.0
MIA,CHS,4098.0
MIA,CID,692.0
MIA,CIU,17.0
MIA,CKB,13.0
MIA,CLE,7778.0
MIA,CLL,39.0
MIA,CLT,16735.0
MIA,CMH,5107.0
MIA,CMI,88.0
MIA,CMX,5.0
MIA,CNY,9.0
MIA,COD,14.0
MIA,COS,700.0
MIA,COU,90.0
MIA,CPR,35.0
MIA,CPX,4.0
MIA,CRP,250.0
MIA,CRW,269.0
MIA,CSG,58.0
MIA,CVG,8379.0
MIA,CVN,1.0
MIA,CWA,99.0
MIA,CYS,17.0
MIA,DAL,3877.0
MIA,DAY,574.0
MIA,DCA,32436.0
MIA,DDC,3.0
MIA,DEC,4.0
MIA,DEN,26436.0
MIA,DFW,28420.0
MIA,DHN,40.0
MIA,DIK,3.0
MIA,DLG,1.0
MIA,DLH,76.0
MIA,DRO,144.0
MIA,DSM,1412.0
MIA,DTW,18513.0
MIA,DUJ,6.0
MIA,DVL,7.0
MIA,EAR,5.0
MIA,EAT,16.0
MIA,ECP,360.0
MIA,EGE,1578.0
MIA,EKO,2.0
MIA,ELM,34.0
MIA,ELP,1592.0
MIA,ERI,72.0
MIA,ESC,2.0
MIA,EUG,328.0
MIA,EVV,150.0
MIA,EWN,95.0
MIA,EWR,49719.0
MIA,EYW,526.0
MIA,FAI,132.0
MIA,FAR,350.0
MIA,FAT,660.0
MIA,FAY,191.0
MIA,FCA,230.0
MIA,FLG,81.0
MIA,FLO,49.0
MIA,FNT,76.0
MIA,FOD,4.0
MIA,FSD,416.0
MIA,FSM,115.0
MIA,FWA,287.0
MIA,GCC,23.0
MIA,GCK,78.0
MIA,GDV,1.0
MIA,GEG,878.0
MIA,GFK,27.0
MIA,GGG,36.0
MIA,GJT,176.0
MIA,GLH,4.0
MIA,GNV,747.0
MIA,GPT,185.0
MIA,GRB,302.0
MIA,GRI,77.0
MIA,GRK,93.0
MIA,GRR,2238.0
MIA,GSO,1101.0
MIA,GSP,1950.0
MIA,GTF,77.0
MIA,GTR,50.0
MIA,GUC,39.0
MIA,GUM,6.0
MIA,HDN,185.0
MIA,HHH,55.0
MIA,HIB,13.0
MIA,HLN,36.0
MIA,HNL,1291.0
MIA,HOB,21.0
MIA,HOT,2.0
MIA,HOU,3936.0
MIA,HPN,1107.0
MIA,HRL,376.0
MIA,HSV,792.0
MIA,HTS,117.0
MIA,HYA,9.0
MIA,HYS,8.0
MIA,IAD,5966.0
MIA,IAH,26025.0
MIA,ICT,1157.0
MIA,IDA,121.0
MIA,ILG,1.0
MIA,ILM,817.0
MIA,IMT,10.0
MIA,IND,7063.0
MIA,INL,10.0
MIA,IPL,2.0
MIA,IRK,7.0
MIA,ISP,354.0
MIA,ITH,133.0
MIA,ITO,19.0
MIA,JAC,484.0
MIA,JAN,609.0
MIA,JAX,5771.0
MIA,JFK,54579.0
MIA,JLN,10.0
MIA,JMS,4.0
MIA,JNU,93.0
MIA,JST,5.0
MIA,KOA,231.0
MIA,KTN,22.0
MIA,LAF,1.0
MIA,LAN,106.0
MIA,LAR,2.0
MIA,LAS,22131.0
MIA,LAW,66.0
MIA,LAX,43395.0
MIA,LBB,432.0
MIA,LBF,8.0
MIA,LCH,82.0
MIA,LEB,5.0
MIA,LEX,864.0
MIA,LFT,169.0
MIA,LGA,74817.0
MIA,LGB,366.0
MIA,LIH,159.0
MIA,LIT,1569.0
MIA,LNK,51.0
MIA,LNS,1.0
MIA,LRD,173.0
MIA,LSE,63.0
MIA,LWB,12.0
MIA,LWS,11.0
MIA,LYH,165.0
MIA,MAF,1291.0
MIA,MAZ,6.0
MIA,MBL,8.0
MIA,MBS,75.0
MIA,MCI,4996.0
MIA,MCO,6204.0
MIA,MCW,3.0
MIA,MDT,457.0
MIA,MDW,9443.0
MIA,MEI,8.0
MIA,MEM,4311.0
MIA,MFE,725.0
MIA,MFR,266.0
MIA,MGM,181.0
MIA,MGW,6.0
MIA,MHK,86.0
MIA,MHT,401.0
MIA,MKE,2743.0
MIA,MKG,1.0
MIA,MKL,1.0
MIA,MLI,260.0
MIA,MLU,129.0
MIA,MOB,161.0
MIA,MOT,61.0
MIA,MQT,43.0
MIA,MRY,214.0
MIA,MSL,1.0
MIA,MSN,1159.0
MIA,MSO,217.0
MIA,MSP,16103.0
MIA,MSS,3.0
MIA,MSY,11752.0
MIA,MTJ,248.0
MIA,MVY,49.0
MIA,MWA,5.0
MIA,MYR,413.0
MIA,OAJ,194.0
MIA,OAK,694.0
MIA,OGG,342.0
MIA,OGS,3.0
MIA,OKC,2491.0
MIA,OMA,2566.0
MIA,OME,1.0
MIA,ONT,1791.0
MIA,ORD,40187.0
MIA,ORF,4110.0
MIA,ORH,85.0
MIA,OTZ,5.0
MIA,OWB,4.0
MIA,PAE,6.0
MIA,PAH,13.0
MIA,PBG,11.0
MIA,PDX,5555.0
MIA,PGA,8.0
MIA,PGV,60.0
MIA,PHF,76.0
MIA,PHL,29404.0
MIA,PHX,15714.0
MIA,PIA,263.0
MIA,PIB,5.0
MIA,PIH,4.0
MIA,PIR,3.0
MIA,PIT,5880.0
MIA,PKB,6.0
MIA,PLN,24.0
MIA,PNS,2696.0
MIA,PQI,23.0
MIA,PRC,6.0
MIA,PSC,203.0
MIA,PSG,1.0
MIA,PSP,866.0
MIA,PUB,2.0
MIA,PUW,19.0
MIA,PVC,4.0
MIA,PVD,1395.0
MIA,PVU,48.0
MIA,PWM,837.0
MIA,RAP,198.0
MIA,RDD,20.0
MIA,RDM,218.0
MIA,RDU,18530.0
MIA,RHI,17.0
MIA,RIC,3534.0
MIA,RIW,12.0
MIA,RKD,6.0
MIA,RKS,12.0
MIA,RNO,1321.0
MIA,ROA,402.0
MIA,ROC,1764.0
MIA,ROW,74.0
MIA,RST,101.0
MIA,RUT,3.0
MIA,SAF,139.0
MIA,SAN,7970.0
MIA,SAT,4683.0
MIA,SAV,2251.0
MIA,SBA,369.0
MIA,SBN,396.0
MIA,SBP,209.0
MIA,SBY,104.0
MIA,SCE,155.0
MIA,SDF,3601.0
MIA,SEA,9499.0
MIA,SFO,19485.0
MIA,SGF,453.0
MIA,SGU,98.0
MIA,SHD,14.0
MIA,SHR,17.0
MIA,SHV,306.0
MIA,SIT,5.0
MIA,SJC,1375.0
MIA,SJT,43.0
MIA,SJU,25943.0
MIA,SLC,9585.0
MIA,SLN,6.0
MIA,SMF,3858.0
MIA,SNA,2578.0
MIA,SPI,60.0
MIA,SPS,25.0
MIA,STL,8344.0
MIA,STS,53.0
MIA,STT,2445.0
MIA,STX,1123.0
MIA,SUN,48.0
MIA,SUX,9.0
MIA,SWO,37.0
MIA,SYR,1724.0
MIA,TBN,7.0
MIA,TEX,11.0
MIA,TLH,4438.0
MIA,TPA,7665.0
MIA,TRI,234.0
MIA,TTN,20.0
MIA,TUL,2217.0
MIA,TUP,13.0
MIA,TUS,1083.0
MIA,TVC,242.0
MIA,TVF,4.0
MIA,TWF,10.0
MIA,TXK,51.0
MIA,TYR,39.0
MIA,TYS,1664.0
MIA,VCT,11.0
MIA,VEL,6.0
MIA,VLD,23.0
MIA,VPS,333.0
MIA,VQS,3.0
MIA,WRG,1.0
MIA,XNA,1319.0
MIA,XWA,45.0
MIA,YAK,2.0
MIA,YKM,25.0
MIA,YUM,69.0
MKE,ABE,90.0
MKE,ABI,51.0
MKE,ABQ,897.0
MKE,ABR,21.0
MKE,ABY,31.0
MKE,ACK,16.0
MKE,ACT,37.0
MKE,ACV,34.0
MKE,ACY,9.0
MKE,ADQ,3.0
MKE,AEX,28.0
MKE,AGS,213.0
MKE,AIA,1.0
MKE,AKN,1.0
MKE,ALB,508.0
MKE,ALO,4.0
MKE,ALS,3.0
MKE,ALW,11.0
MKE,AMA,170.0
MKE,ANC,447.0
MKE,APN,4.0
MKE,ART,6.0
MKE,ASE,83.0
MKE,ATL,10350.0
MKE,AUG,1.0
MKE,AUS,2590.0
MKE,AVL,405.0
MKE,AVP,73.0
MKE,AZO,11.0
MKE,BDL,958.0
MKE,BET,2.0
MKE,BFL,110.0
MKE,BGM,26.0
MKE,BGR,158.0
MKE,BHB,5.0
MKE,BHM,701.0
MKE,BIH,5.0
MKE,BIL,176.0
MKE,BIS,120.0
MKE,BJI,20.0
MKE,BLI,40.0
MKE,BNA,6127.0
MKE,BOI,795.0
MKE,BOS,7697.0
MKE,BPT,20.0
MKE,BQK,36.0
MKE,BQN,72.0
MKE,BRD,9.0
MKE,BRL,1.0
MKE,BRO,128.0
MKE,BRW,1.0
MKE,BTM,4.0
MKE,BTR,234.0
MKE,BTV,275.0
MKE,BUF,470.0
MKE,BUR,1086.0
MKE,BWI,5183.0
MKE,BZN,651.0
MKE,CAE,449.0
MKE,CAK,83.0
MKE,CDC,2.0
MKE,CGI,1.0
MKE,CHA,331.0
MKE,CHO,208.0
MKE,CHS,1213.0
MKE,CID,30.0
MKE,CIU,3.0
MKE,CKB,1.0
MKE,CLE,829.0
MKE,CLL,40.0
MKE,CLT,4414.0
MKE,CMH,726.0
MKE,CMI,1.0
MKE,CMX,3.0
MKE,CNY,7.0
MKE,COD,26.0
MKE,COS,610.0
MKE,COU,23.0
MKE,CPR,54.0
MKE,CRP,194.0
MKE,CRW,84.0
MKE,CSG,47.0
MKE,CVG,477.0
MKE,CVN,2.0
MKE,CYS,13.0
MKE,DAB,304.0
MKE,DAL,3572.0
MKE,DAY,118.0
MKE,DCA,8516.0
MKE,DDC,1.0
MKE,DEC,2.0
MKE,DEN,15107.0
MKE,DFW,8091.0
MKE,DHN,20.0
MKE,DIK,5.0
MKE,DLH,79.0
MKE,DRO,153.0
MKE,DSM,193.0
MKE,DTW,3073.0
MKE,DUJ,1.0
MKE,DVL,1.0
MKE,EAR,3.0
MKE,EAT,8.0
MKE,ECP,818.0
MKE,EGE,96.0
MKE,EKO,2.0
MKE,ELM,40.0
MKE,ELP,559.0
MKE,EUG,342.0
MKE,EVV,5.0
MKE,EWN,54.0
MKE,EWR,5413.0
MKE,EYW,554.0
MKE,FAI,154.0
MKE,FAR,254.0
MKE,FAT,743.0
MKE,FAY,97.0
MKE,FCA,223.0
MKE,FLG,36.0
MKE,FLL,4688.0
MKE,FLO,38.0
MKE,FNT,24.0
MKE,FOD,1.0
MKE,FSD,234.0
MKE,FSM,26.0
MKE,FWA,39.0
MKE,GCC,10.0
MKE,GCK,13.0
MKE,GDV,1.0
MKE,GEG,690.0
MKE,GFK,42.0
MKE,GGG,27.0
MKE,GJT,161.0
MKE,GLH,1.0
MKE,GNV,190.0
MKE,GPT,220.0
MKE,GRB,2.0
MKE,GRK,49.0
MKE,GRR,191.0
MKE,GSO,625.0
MKE,GSP,801.0
MKE,GST,2.0
MKE,GTF,58.0
MKE,GTR,20.0
MKE,GUC,40.0
MKE,GUM,4.0
MKE,HDN,181.0
MKE,HHH,109.0
MKE,HIB,5.0
MKE,HLN,41.0
MKE,HNL,1256.0
MKE,HOB,5.0
MKE,HOU,1589.0
MKE,HPN,171.0
MKE,HRL,213.0
MKE,HSV,223.0
MKE,HTS,12.0
MKE,HYA,3.0
MKE,HYS,7.0
MKE,IAD,487.0
MKE,IAH,4157.0
MKE,ICT,246.0
MKE,IDA,92.0
MKE,ILG,1.0
MKE,ILM,466.0
MKE,IND,291.0
MKE,INL,8.0
MKE,IPL,1.0
MKE,IRK,1.0
MKE,ISP,111.0
MKE,ITH,20.0
MKE,ITO,13.0
MKE,JAC,168.0
MKE,JAN,407.0
MKE,JAX,1883.0
MKE,JFK,5097.0
MKE,JLN,4.0
MKE,JNU,61.0
MKE,JST,5.0
MKE,KOA,328.0
MKE,KTN,23.0
MKE,LAN,45.0
MKE,LAR,7.0
MKE,LAS,14579.0
MKE,LAW,13.0
MKE,LAX,3652.0
MKE,LBB,190.0
MKE,LBF,2.0
MKE,LBL,2.0
MKE,LCH,36.0
MKE,LEX,258.0
MKE,LFT,132.0
MKE,LGA,7380.0
MKE,LGB,853.0
MKE,LIH,312.0
MKE,LIT,391.0
MKE,LNK,61.0
MKE,LNS,1.0
MKE,LRD,83.0
MKE,LWB,1.0
MKE,LWS,32.0
MKE,LYH,63.0
MKE,MAF,140.0
MKE,MBL,1.0
MKE,MBS,63.0
MKE,MCI,2942.0
MKE,MCO,22376.0
MKE,MCW,1.0
MKE,MDT,288.0
MKE,MEI,3.0
MKE,MEM,723.0
MKE,MFE,282.0
MKE,MFR,197.0
MKE,MGM,118.0
MKE,MGW,1.0
MKE,MHK,30.0
MKE,MHT,301.0
MKE,MIA,2705.0
MKE,MKG,1.0
MKE,MKK,1.0
MKE,MKL,1.0
MKE,MLB,161.0
MKE,MLI,8.0
MKE,MLU,79.0
MKE,MOB,222.0
MKE,MOT,56.0
MKE,MQT,2.0
MKE,MRY,101.0
MKE,MSO,196.0
MKE,MSP,5307.0
MKE,MSS,1.0
MKE,MSY,2049.0
MKE,MTJ,139.0
MKE,MVY,10.0
MKE,MWA,3.0
MKE,MYR,833.0
MKE,OAJ,121.0
MKE,OAK,1100.0
MKE,OGG,543.0
MKE,OGS,3.0
MKE,OKC,668.0
MKE,OMA,545.0
MKE,OME,2.0
MKE,ONT,1132.0
MKE,ORD,172.0
MKE,ORF,973.0
MKE,ORH,4.0
MKE,OTH,1.0
MKE,OTZ,2.0
MKE,OWB,4.0
MKE,PBI,1182.0
MKE,PDX,1977.0
MKE,PGV,19.0
MKE,PHF,37.0
MKE,PHL,4368.0
MKE,PHX,16613.0
MKE,PIA,6.0
MKE,PIH,10.0
MKE,PIR,6.0
MKE,PIT,885.0
MKE,PLN,6.0
MKE,PNS,1049.0
MKE,PQI,8.0
MKE,PRC,11.0
MKE,PSC,138.0
MKE,PSE,11.0
MKE,PSG,4.0
MKE,PSP,692.0
MKE,PUW,12.0
MKE,PVD,760.0
MKE,PVU,1.0
MKE,PWM,612.0
MKE,RAP,169.0
MKE,RDD,14.0
MKE,RDM,216.0
MKE,RDU,2500.0
MKE,RHI,4.0
MKE,RIC,823.0
MKE,RIW,8.0
MKE,RKS,10.0
MKE,RNO,945.0
MKE,ROA,248.0
MKE,ROC,424.0
MKE,ROW,21.0
MKE,RST,13.0
MKE,RSW,8057.0
MKE,SAF,85.0
MKE,SAN,4258.0
MKE,SAT,2095.0
MKE,SAV,1195.0
MKE,SBA,328.0
MKE,SBN,12.0
MKE,SBP,152.0
MKE,SBY,25.0
MKE,SCE,74.0
MKE,SDF,338.0
MKE,SEA,6949.0
MKE,SFO,2625.0
MKE,SGF,127.0
MKE,SGU,77.0
MKE,SHD,4.0
MKE,SHR,6.0
MKE,SHV,172.0
MKE,SIT,15.0
MKE,SJC,1052.0
MKE,SJT,12.0
MKE,SJU,1734.0
MKE,SLC,2768.0
MKE,SLN,7.0
MKE,SMF,1988.0
MKE,SNA,1597.0
MKE,SPI,2.0
MKE,SPS,18.0
MKE,SRQ,1618.0
MKE,STL,2533.0
MKE,STS,47.0
MKE,STT,321.0
MKE,STX,87.0
MKE,SUN,41.0
MKE,SUX,7.0
MKE,SWO,22.0
MKE,SYR,408.0
MKE,TEX,1.0
MKE,TLH,223.0
MKE,TPA,7607.0
MKE,TRI,132.0
MKE,TUL,463.0
MKE,TUP,1.0
MKE,TUS,1228.0
MKE,TVC,44.0
MKE,TWF,24.0
MKE,TXK,17.0
MKE,TYR,34.0
MKE,TYS,526.0
MKE,VCT,5.0
MKE,VEL,2.0
MKE,VLD,37.0
MKE,VPS,726.0
MKE,WRG,5.0
MKE,WYS,6.0
MKE,XNA,272.0
MKE,XWA,37.0
MKE,YAK,1.0
MKE,YKM,9.0
MKE,YUM,45.0
MKG,ABQ,1.0
MKG,ACV,1.0
MKG,AEX,1.0
MKG,ALB,1.0
MKG,AMA,1.0
MKG,ATL,1.0
MKG,ATW,2.0
MKG,AUS,1.0
MKG,BFL,1.0
MKG,BGR,1.0
MKG,BHM,1.0
MKG,BIL,1.0
MKG,BNA,3.0
MKG,BOS,5.0
MKG,BTR,1.0
MKG,BWI,1.0
MKG,CAE,1.0
MKG,CHA,4.0
MKG,CHS,2.0
MKG,CID,1.0
MKG,CLE,2.0
MKG,CLT,2.0
MKG,DAB,1.0
MKG,DCA,1.0
MKG,DEN,2.0
MKG,DFW,3.0
MKG,DSM,3.0
MKG,ELP,1.0
MKG,EWR,3.0
MKG,FAT,2.0
MKG,FSD,2.0
MKG,GEG,1.0
MKG,GSO,2.0
MKG,GSP,1.0
MKG,HNL,1.0
MKG,IAD,2.0
MKG,IAH,2.0
MKG,ICT,2.0
MKG,JAX,4.0
MKG,JFK,1.0
MKG,LAS,1.0
MKG,LAX,2.0
MKG,LBB,1.0
MKG,LGA,5.0
MKG,LIT,3.0
MKG,LRD,1.0
MKG,MCI,4.0
MKG,MCO,3.0
MKG,MDT,1.0
MKG,MEM,1.0
MKG,MFE,1.0
MKG,MIA,1.0
MKG,MLI,1.0
MKG,MSP,4.0
MKG,OAJ,1.0
MKG,OKC,1.0
MKG,OMA,2.0
MKG,ORD,1.0
MKG,PBI,1.0
MKG,PDX,2.0
MKG,PHX,2.0
MKG,PIT,2.0
MKG,PVD,1.0
MKG,PWM,1.0
MKG,RDM,1.0
MKG,RDU,1.0
MKG,RST,1.0
MKG,RSW,1.0
MKG,SAN,6.0
MKG,SDF,1.0
MKG,SEA,14.0
MKG,SFO,10.0
MKG,SGF,1.0
MKG,SJC,2.0
MKG,SMF,7.0
MKG,SNA,4.0
MKG,STL,4.0
MKG,SYR,1.0
MKG,XNA,4.0
MKK,ADQ,1.0
MKK,ANC,2.0
MKK,AUS,2.0
MKK,BOI,1.0
MKK,BOS,1.0
MKK,BZN,1.0
MKK,CLE,1.0
MKK,DSM,1.0
MKK,EUG,1.0
MKK,FAI,1.0
MKK,FAR,1.0
MKK,FSD,1.0
MKK,GEG,5.0
MKK,HNL,8.0
MKK,ICT,1.0
MKK,ITO,5.0
MKK,JAX,1.0
MKK,JFK,1.0
MKK,KOA,1.0
MKK,LAS,1.0
MKK,LAX,7.0
MKK,LEX,1.0
MKK,LIH,15.0
MKK,MCI,1.0
MKK,MFR,2.0
MKK,MKE,1.0
MKK,MSO,1.0
MKK,MSP,1.0
MKK,OAK,2.0
MKK,OGG,3.0
MKK,OMA,1.0
MKK,ORD,3.0
MKK,PAE,1.0
MKK,PDX,6.0
MKK,PHL,2.0
MKK,PHX,3.0
MKK,PUW,1.0
MKK,RDM,1.0
MKK,RDU,1.0
MKK,SAN,2.0
MKK,SAV,1.0
MKK,SEA,18.0
MKK,SFO,6.0
MKK,SHV,1.0
MKK,SJC,2.0
MKK,SLC,1.0
MKK,SMF,1.0
MKK,STL,1.0
MKL,BOS,1.0
MKL,CHS,1.0
MKL,CLT,1.0
MKL,CMH,1.0
MKL,CVG,1.0
MKL,DAB,1.0
MKL,DCA,2.0
MKL,DFW,1.0
MKL,DSM,1.0
MKL,FCA,1.0
MKL,IAH,1.0
MKL,LGA,1.0
MKL,MYR,1.0
MKL,OKC,1.0
MKL,ORD,2.0
MKL,RAP,1.0
MKL,RDM,1.0
MKL,RSW,1.0
MKL,SAN,1.0
MKL,SAT,1.0
MKL,TPA,1.0
MKL,TVC,1.0
MLB,ABE,1454.0
MLB,ABI,3.0
MLB,ABQ,66.0
MLB,ABR,1.0
MLB,ABY,3.0
MLB,ACK,1.0
MLB,ACY,1.0
MLB,AEX,11.0
MLB,AGS,51.0
MLB,ALB,162.0
MLB,AMA,1.0
MLB,ANC,23.0
MLB,ASE,3.0
MLB,ATL,2489.0
MLB,ATW,23.0
MLB,AUS,152.0
MLB,AVL,93.0
MLB,AVP,37.0
MLB,AZO,3.0
MLB,BDL,212.0
MLB,BFL,1.0
MLB,BGM,2.0
MLB,BGR,15.0
MLB,BHM,148.0
MLB,BIL,3.0
MLB,BIS,1.0
MLB,BJI,3.0
MLB,BKW,7.0
MLB,BLI,1.0
MLB,BMI,23.0
MLB,BNA,798.0
MLB,BOI,26.0
MLB,BOS,380.0
MLB,BTR,28.0
MLB,BTV,62.0
MLB,BUF,156.0
MLB,BUR,6.0
MLB,BWI,365.0
MLB,BZN,14.0
MLB,CAE,47.0
MLB,CAK,42.0
MLB,CGI,1.0
MLB,CHA,105.0
MLB,CHO,83.0
MLB,CHS,91.0
MLB,CID,88.0
MLB,CIU,2.0
MLB,CKB,3.0
MLB,CLE,211.0
MLB,CLT,1139.0
MLB,CMH,230.0
MLB,CMI,1.0
MLB,COS,83.0
MLB,COU,5.0
MLB,CRP,3.0
MLB,CRW,59.0
MLB,CSG,5.0
MLB,CVG,378.0
MLB,CWA,3.0
MLB,DAL,48.0
MLB,DAY,273.0
MLB,DCA,506.0
MLB,DEN,272.0
MLB,DFW,285.0
MLB,DHN,4.0
MLB,DLH,4.0
MLB,DRO,2.0
MLB,DSM,84.0
MLB,DTW,400.0
MLB,EAU,1.0
MLB,ECP,41.0
MLB,EGE,4.0
MLB,ELM,2.0
MLB,ELP,45.0
MLB,ERI,35.0
MLB,ESC,1.0
MLB,EUG,2.0
MLB,EVV,28.0
MLB,EWN,17.0
MLB,EWR,302.0
MLB,FAI,1.0
MLB,FAR,3.0
MLB,FAT,11.0
MLB,FAY,30.0
MLB,FCA,3.0
MLB,FLO,5.0
MLB,FNT,2.0
MLB,FSD,19.0
MLB,FWA,84.0
MLB,GCK,1.0
MLB,GEG,41.0
MLB,GFK,4.0
MLB,GJT,2.0
MLB,GPT,43.0
MLB,GRB,22.0
MLB,GRK,1.0
MLB,GRR,179.0
MLB,GSO,137.0
MLB,GSP,167.0
MLB,GTF,5.0
MLB,GTR,2.0
MLB,HDN,2.0
MLB,HHH,2.0
MLB,HLN,2.0
MLB,HNL,46.0
MLB,HOU,45.0
MLB,HPN,112.0
MLB,HSV,376.0
MLB,HTS,9.0
MLB,HVN,6.0
MLB,HYS,1.0
MLB,IAD,241.0
MLB,IAH,99.0
MLB,ICT,87.0
MLB,IDA,5.0
MLB,ILM,53.0
MLB,IMT,1.0
MLB,IND,237.0
MLB,INL,1.0
MLB,ITH,2.0
MLB,JAC,4.0
MLB,JAN,53.0
MLB,JFK,201.0
MLB,JNU,1.0
MLB,KOA,2.0
MLB,LAN,1.0
MLB,LAS,305.0
MLB,LAX,311.0
MLB,LBB,4.0
MLB,LEX,160.0
MLB,LFT,25.0
MLB,LGA,331.0
MLB,LGB,2.0
MLB,LIH,4.0
MLB,LIT,116.0
MLB,LRD,1.0
MLB,LSE,2.0
MLB,LWB,8.0
MLB,LYH,56.0
MLB,MAF,4.0
MLB,MBS,3.0
MLB,MCI,181.0
MLB,MDT,105.0
MLB,MDW,47.0
MLB,MEM,160.0
MLB,MFE,2.0
MLB,MFR,5.0
MLB,MGM,41.0
MLB,MHK,5.0
MLB,MHT,81.0
MLB,MKE,161.0
MLB,MLI,40.0
MLB,MLU,11.0
MLB,MOB,35.0
MLB,MOT,2.0
MLB,MQT,5.0
MLB,MRY,3.0
MLB,MSN,97.0
MLB,MSO,4.0
MLB,MSP,786.0
MLB,MSY,117.0
MLB,MTJ,2.0
MLB,MYR,44.0
MLB,OAJ,31.0
MLB,OAK,7.0
MLB,OGG,5.0
MLB,OGS,1.0
MLB,OKC,185.0
MLB,OMA,157.0
MLB,ONT,75.0
MLB,ORD,243.0
MLB,ORF,270.0
MLB,PAH,2.0
MLB,PBG,1.0
MLB,PDX,80.0
MLB,PGV,19.0
MLB,PHF,45.0
MLB,PHL,314.0
MLB,PHX,253.0
MLB,PIA,26.0
MLB,PIH,2.0
MLB,PIT,1576.0
MLB,PKB,6.0
MLB,PLN,5.0
MLB,PNS,79.0
MLB,PSC,2.0
MLB,PSP,12.0
MLB,PVD,118.0
MLB,PWM,123.0
MLB,RAP,7.0
MLB,RDD,1.0
MLB,RDM,3.0
MLB,RDU,261.0
MLB,RHI,1.0
MLB,RIC,304.0
MLB,RNO,29.0
MLB,ROA,71.0
MLB,ROC,256.0
MLB,RST,3.0
MLB,SAF,1.0
MLB,SAN,292.0
MLB,SAT,186.0
MLB,SAV,40.0
MLB,SBA,12.0
MLB,SBN,64.0
MLB,SBP,4.0
MLB,SBY,34.0
MLB,SCE,4.0
MLB,SDF,225.0
MLB,SEA,135.0
MLB,SFO,139.0
MLB,SGF,49.0
